Fact,2007-12-29,2008-12-27,2009-06-27,2009-09-26,2009-12-26,2010-03-27,2010-05-12,2010-06-26,2010-09-25,2010-12-25,2011-03-26,2011-06-25,2011-06-26,2011-09-24,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-02-28,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-05-13,2014-05-31,2014-06-28,2014-09-22,2014-09-27,2014-12-27,2015-02-24,2015-02-28,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-05-31,2016-06-25,2016-09-24,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2017-12-31,2018-03-31,2018-06-08,2018-06-30,2018-09-29,2018-10-31,2018-12-29,2019-01-01,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-03-26,2022-06-25,2022-09-24,2022-12-24,2022-12-31,2023-02-28,2023-04-01,2023-07-01,2023-09-30,2023-12-30,2024-03-30,2024-06-29,2024-09-28,2024-12-28
IncreaseDecreaseInRestrictedCash,,,,,,264000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,338000,,,361000,271000,322000,266000,252000,,228000,221000,282000,291000,304000,293000,,276000,262000,254000,258000,235000,,,233000,,226000,213000,,,114000,114000,113000,117000,116000,,147000,154000,147000,188000,223000,224000,218000,,187000,,135000,137000,,140000,,78000,97000,128000,110000,96000,81000,107000,110000,250000,276000,377000,300000,213000,228,273,,269000,,243000,200000,207000,203000,133000,117000,142000,139000
IntangibleAssetsNetExcludingGoodwill,,,,,96378000,,,188916000,190595000,185535000,187530000,182740000,,174946000,168083000,168259000,161965000,162279000,172270000,,171764000,168470000,169904000,170917000,226469000,,,195359000,,199819000,202004000,,,189390000,189892000,175157000,170197000,164537000,,158814000,152469000,144378000,142000000,141557000,142090000,138599000,,129540000,,124549000,178693000,,175956000,,192897000,189014000,177734000,175742000,173006000,169744000,167681000,167193000,161539000,200995000,193449000,175364000,169424000,192333000,182796000,,176615000,,172300000,165728000,140252000,150687000,145839000,142527000,141878000,134082000
InterestExpense,,18267000,3976000,3587000,15760000,5962000,,8429000,8487000,30947000,8271000,10783000,,7671000,36175000,7807000,7421000,8429000,31625000,,8190000,8025000,8149000,32502000,8197000,,,8304000,,8716000,36790000,,,11128000,11232000,11120000,44621000,11054000,,11122000,11100000,44409000,11304000,10818000,11190000,44645000,,11074000,,11791000,10954000,,44237000,,9878000,10117000,9976000,40153000,10014000,10098000,10454000,41075000,9999000,10436000,11031000,42612000,11263000,11386000,11629000,,47534000,,13105000,14917000,13472000,56808000,16221000,,,
InterestExpenseOtherLongTermDebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestIncomeExpenseNonoperatingNet,,,,,-14250000,,,,,-26107000,,,,,-26910000,,,,-23353000,,,,,-26025000,,,,,,,-30744000,,,,,,-41325000,,,,,-41304000,,,,-39908000,,,,,,,-39569000,,,,,-36211000,,,,-38701000,,,,-41420000,,,,,-45519000,,,,,-50578000,,,,-51539000
InterestPaid,,,,,16661000,,,9534000,10258000,26268000,366000,17409000,,17597000,34176000,367000,15494000,15797000,31276000,,794000,16329000,17010000,32655000,736000,,,16564000,,23199000,32601000,,,510000,22898000,23447000,44974000,559000,,22142000,24036000,45683000,925000,22113000,22732000,44528000,,439000,,19448000,23624000,,43305000,,586000,19411000,,,,,,,,,,,,,,,,,,,,,,,,
InterestPaidNet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44528000,,,,,23624000,,43305000,,586000,19411000,19440000,39032000,179000,19690000,20298000,40209000,111000,19657000,20716000,41159000,1613000,22221000,23678000,,46653000,,3331000,27387000,30932000,55541000,6239000,31528000,35973000,57709000
InventoryFinishedGoods,,,,,,,,,,163511000,,199155000,,205892000,212312000,246138000,229528000,221620000,222284000,,247733000,233584000,236880000,218334000,247397000,,,223476000,,216498000,199772000,,,210063000,209777000,194806000,187126000,199568000,,212572000,217371000,217125000,232795000,225151000,233772000,250975000,,218062000,,217012000,222581000,,211504000,,223430000,224534000,218620000,221968000,218885000,249355000,269045000,259797000,290013000,315389000,401600000,387099000,431310000,404596000,393763000,,425495000,,420810000,416131000,392698000,403468000,391095000,356559000,352600000,322986000
InventoryFinishedGoodsNetOfReserves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221968000,,,,259797000,,,,387099000,,,,,425495000,,,,,403468000,,,,
InventoryGross,,,,,,,,,,322782000,,420581000,,428300000,443318000,492662000,489858000,480095000,458206000,,495774000,455876000,470457000,425204000,470426000,,,429084000,,432025000,406700000,,,423422000,418990000,405358000,375747000,383816000,,408307000,417892000,388075000,427982000,421908000,444120000,464675000,,414813000,,428430000,449144000,,437185000,,448917000,457426000,425380000,418370000,416613000,449516000,448088000,448941000,512924000,593498000,655903000,728834000,807471000,786600000,746282000,,728762000,,725360000,729738000,693629000,658428000,668743000,633232000,611422000,590263000
InventoryLIFOReserve,,,,,,,,,,42559000,,54396000,,50775000,49536000,52062000,48562000,47406000,45822000,,44517000,42468000,43242000,45204000,45601000,,,47141000,,47380000,47178000,,,43908000,39093000,37068000,35075000,33048000,,36201000,38267000,38047000,38826000,39260000,40886000,43727000,,44808000,,46459000,49239000,,53619000,,53118000,50880000,48080000,43805000,,,,,,,,,,,,,,,,,,,,,,
InventoryNet,,,,,210611000,,,296634000,296335000,280223000,323964000,366185000,,377525000,393782000,440600000,441296000,432689000,412384000,,451257000,413408000,427215000,380000000,424825000,,,381943000,,384645000,359522000,,,379514000,379897000,368290000,340672000,350768000,,372106000,379625000,350028000,389156000,382648000,403234000,420948000,384705000,370005000,,381971000,399905000,,383566000,,395799000,406546000,377300000,418370000,416613000,449516000,448088000,448941000,512924000,593498000,655903000,728834000,807471000,786600000,746282000,,728762000,,725360000,729738000,693629000,658428000,668743000,633232000,611422000,590263000
InventoryRawMaterials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155512000,185995000,234246000,209090000,278107000,297570000,309372000,274713000,,258814000,,258300000,266759000,255279000,217134000,236434000,233957000,220963000,231811000
InventoryRawMaterialsAndSupplies,,,,,,,,,,133380000,,187897000,,193469000,202953000,216182000,220974000,218177000,199808000,,212124000,182907000,200316000,179576000,183412000,,,178366000,,185573000,179093000,,,187281000,182927000,181618000,162977000,155585000,,170973000,174442000,143659000,162627000,163214000,175222000,183029000,,176554000,,191918000,202517000,,190115000,,194396000,192045000,172064000,158314000,163809000,167626000,153708000,,,,,,,,,,,,,,,,,,,
InventoryRawMaterialsAndSuppliesNetOfReserves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158314000,,,,155512000,,,,278107000,,,,,258814000,,,,,217134000,,,,
InventoryWorkInProcess,,,,,,,,,,25891000,,33529000,,28939000,28053000,30342000,39356000,40298000,36114000,,35917000,39385000,33261000,27294000,39617000,,,27242000,,29954000,27835000,,,26078000,26286000,28934000,25644000,28663000,,24762000,26079000,27291000,32560000,33543000,35126000,30671000,,20197000,,19500000,24046000,,35566000,,31091000,40847000,34696000,38088000,33919000,32535000,25335000,33632000,36916000,43863000,45213000,63628000,78591000,72632000,77806000,,44453000,,46250000,46848000,45652000,37826000,41214000,42716000,37859000,35466000
InventoryWorkInProcessNetOfReserves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38088000,,,,33632000,,,,63628000,,,,,44453000,,,,,37826000,,,,
InvestmentIncomeInterest,,2323000,284000,370000,1510000,356000,,1092000,1733000,4840000,1787000,2001000,,3141000,9265000,2078000,1910000,2093000,8272000,,1353000,1852000,1560000,6477000,1739000,,,1577000,,1477000,6046000,,,874000,616000,905000,3296000,811000,,707000,771000,3105000,927000,967000,1311000,4737000,,1267000,,1446000,1000000,,4668000,,810000,1036000,969000,3942000,1043000,458000,430000,2374000,311000,186000,397000,1192000,227000,285000,507000,,2015000,,830000,563000,3186000,6230000,1779000,1499000,2080000,7183000
InvestmentsFairValueDisclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518126000,,,,,486667000,,,,593749000,,,,,,,503536000,,,,,604396000,,,,741650000,,,,761170000,,,,,459927000,,,,,493167000,,,,461177000
LeaseCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5896000,5843000,5652000,24073000,,,,23976000,,,,27421000,,,,,31062000,,,,,33714000,,,,30154000
LesseeOperatingLeaseLiabilityPaymentsDue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126903000,123365000,114055000,123153000,,,,114381000,,,,235375000,,,,,243143000,,,,,250289000,,,,213098000
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59860000,59448000,57574000,58015000,,,,52383000,,,,148326000,,,,,147767000,,,,,140573000,,,,111078000
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18744000,,,,17941000,,,,23217000,,,,,23815000,,,,,27924000,,,,28982000
LesseeOperatingLeaseLiabilityPaymentsDueYearFive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9183000,9100000,8684000,8453000,,,,9095000,,,,13531000,,,,,13924000,,,,,15384000,,,,12384000
LesseeOperatingLeaseLiabilityPaymentsDueYearFour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11894000,11981000,11508000,9731000,,,,9476000,,,,15148000,,,,,17333000,,,,,17288000,,,,15658000
LesseeOperatingLeaseLiabilityPaymentsDueYearThree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14333000,14778000,14154000,12706000,,,,11097000,,,,16066000,,,,,19615000,,,,,22613000,,,,19934000
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17190000,18035000,17397000,15504000,,,,14389000,,,,19087000,,,,,20689000,,,,,26507000,,,,25062000
LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14443000,10023000,4738000,,,,,,,,,,,,,,,,,,,,,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22622000,20631000,22110000,,,,19521000,,,,70862000,,,,,70817000,,,,,67993000,,,,56118000
LiabilitiesAndStockholdersEquity,,,,,1302169000,,,2029557000,2059370000,2090743000,2179543000,2223280000,,2209177000,2306076000,2382969000,2396749000,2494460000,2568551000,,2617244000,2651623000,2748520000,2776494000,2885866000,,,2858604000,,2862721000,2729668000,,,2584130000,2567392000,2489701000,2392382000,2399862000,,2395873000,2384043000,2391731000,2466888000,2523162000,2610171000,2602250000,,2618064000,,2779361000,2563078000,,2530274000,,2645987000,2711739000,2725442000,2807216000,2757579000,2831842000,2923910000,2953160000,3008076000,3404136000,3411264000,3447249000,3581483000,3674752000,3621729000,,3556996000,,3604492000,3615840000,3486179000,3477448000,3465381000,3457202000,3496828000,3329972000
LiabilitiesCurrent,,,,,256817000,,,360589000,362900000,346914000,358898000,395400000,,396163000,408070000,404464000,401774000,413333000,412433000,,410782000,416775000,434667000,436580000,443391000,,,423433000,,425288000,397214000,,,383591000,369302000,372853000,366554000,364577000,,358039000,359925000,349848000,382704000,374047000,413460000,402998000,,374262000,,606552000,400707000,,409035000,,440839000,497301000,530947000,513779000,561211000,604825000,623919000,673303000,679309000,747222000,750979000,765856000,818687000,830759000,868191000,,803993000,,781349000,749194000,724582000,723102000,674834000,705034000,770049000,811425000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,12960000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LongTermDebt,,,,,,,,,,468834000,,489402000,,495011000,474650000,,,473453000,472817000,,,,,471109000,,,,,,768799000,767835000,,,,,,757995000,,,,,755646000,,,,754854000,,,,989383000,737014000,,742601000,,,,,765704000,,,,731179000,,,,951956000,,,,,872129000,,,,,1108604000,,,,730633000
LongTermDebtCurrent,,,,,231000,,,270000,243000,238000,272000,272000,,236000,235000,264000,248000,226000,224000,,189000,457000,265000,202000,188000,,,188000,,188000,1181000,,,1070000,1096000,1099000,1077000,1110000,,889000,895000,851000,860000,921000,949000,966000,,951000,,253081000,829000,,779000,,764000,774000,745000,760000,757000,2587000,1922000,2748000,5147000,5628000,4803000,4884000,4226000,3018000,2106000,,1194000,,1165000,1041000,941000,719000,620000,569000,531000,692000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,,,,,,,,235000,,,278000,224000,,,,,202000,,,,,,1262000,1181000,,,,,,1102000,,,,,894000,,,,966000,,,,,,,779000,,,,,760000,,,,2748000,,,,4884000,,,,,1194000,,,,,719000,,,,692000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,,,,,,,,,,,,,0,,,,,7000,,,,,,1050000,900000,,,,,,250958000,,,,,762000,,,,582000,,,,0,514000,,0,,,,,0,,,,0,,,,218897000,,,,,10000,,,,,0,,,,0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,,,,,,,,281000,,,289000,229000,,,,,15000,,,,,,1050000,1066000,,,,,,752000,,,,,250954000,,,,773000,,,,499000,813000,,582000,,,,,0,,,,0,,,,20000,,,,,141081000,,,,,43000,,,,0
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,,,,,,,,268000,,,281000,242000,,,,,229000,,,,,,1050000,1068000,,,,,,894000,,,,,749000,,,,250969000,,,,829000,814000,,778000,,,,,568000,,,,707000,,,,179000,,,,,679000,,,,,378554000,,,,42000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,,,,,,,,283000,,,268000,234000,,,,,235000,,,,,,1265000,1357000,,,,,,893000,,,,,890000,,,,765000,,,,824000,815000,,778000,,,,,761000,,,,1028000,,,,601000,,,,,860000,,,,,599000,,,,512000
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820000,242000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LongTermDebtNoncurrent,,,,,160251000,,,517913000,482932000,468596000,484548000,489130000,,494775000,474415000,474015000,473592000,473227000,472593000,,472249000,471662000,471294000,470907000,479141000,,,478498000,,768611000,766654000,,,765762000,765272000,764823000,756918000,756878000,,756543000,755584000,754795000,754523000,754436000,754202000,753888000,,753647000,,736302000,736185000,,741822000,,741629000,765558000,764524000,764944000,776139000,778283000,779788000,728431000,729589000,860878000,897488000,947072000,963065000,995647000,935129000,,870935000,,985636000,952704000,977260000,1107885000,1107644000,1017543000,898201000,729941000
MinorityInterest,,,,,22046000,,,94580000,92493000,94235000,97477000,54244000,,51826000,50949000,55532000,54065000,57023000,57098000,,54307000,52467000,54623000,22821000,31614000,,,32821000,,49065000,48572000,,,45955000,47544000,46043000,46770000,49097000,,38089000,39103000,39104000,38441000,38197000,39761000,38959000,,40115000,,37658000,76531000,,75761000,,52950000,45272000,44480000,45407000,22719000,25867000,27225000,25774000,25288000,26861000,26593000,26750000,28438000,64768000,60020000,,60865000,,58301000,58068000,56970000,,,,,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,,289000,,295000,,3477000,12265000,13071000,,4958000,,4958000,4958000,431000,1379000,1379000,1944000,,1476000,1767000,1767000,1767000,351000,,,1340000,,1340000,2919000,,,1290000,1669000,2323000,2634000,,,1923000,2527000,2938000,422000,2889000,3895000,5674000,,1281000,,3571000,885000,,7055000,,838000,3621000,2090000,7737000,5342000,300000,5642000,5642000,,,,,,,,,714000,,662000,,,,,,,
MinorityInterestDecreaseFromRedemptions,,,,,,3395000,,3395000,7065000,7065000,,25253000,,25253000,25253000,,,,,,,,,9324000,,,,,,,-9309000,,,,,,,,,11009000,11009000,11009000,,,,,,5510000,,5510000,5510000,,5510000,,23082000,4763000,27845000,27845000,57929000,-7818000,50111000,53611000,,,,,,4292000,3046000,,,,,,,,147000,,,147000
MinorityInterestIncreaseFromStockIssuance,,,,,,,,,,,,,,,,,1404000,1404000,1404000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinorityInterestInNetIncomeLossOtherMinorityInterests,,,,,,,,,,,,,,,3494000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinorityInterestOwnershipPercentageByNoncontrollingOwners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInContinuingOperations,,,,,112219000,,,,142364000,166118000,11367000,-20114000,,-9996000,15990000,-23326000,-34513000,64186000,51235000,,5867000,76348000,129240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,108753000,-84931000,-168200000,-198400000,185900000,,341972000,311027000,269685000,8115000,-24852000,,,-45911000,,,,-16355000,,-8518000,-10602000,-12229000,-37380000,-9594000,,,-90383000,,-43203000,-139756000,,,-82396000,-146834000,-190226000,-220005000,-23374000,,-52195000,-82356000,-95158000,-2860000,-13493000,-21971000,-32010000,,-28653000,,165065000,-136707000,,-162110000,,-31994000,-55662000,-82659000,-98950000,-79009000,-91975000,-109984000,-173756000,-10650000,90060000,101016000,133500000,-3521000,570000,-79143000,,-181905000,,-13009000,-94154000,-111491000,-176405000,-34834000,-150875000,-325877000,-522560000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,-198400000,,,,298762000,269685000,8115000,-24852000,,-22953000,-45911000,-1891000,583000,-8643000,-16355000,,-8518000,-10602000,-12229000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,-194077000,-24833000,-40866000,-43595000,-273667000,,-254723000,-258847000,-262713000,-11511000,-25047000,,,-84063000,,,,-136692000,,-44355000,-68489000,-87429000,-131721000,-143608000,,,-169263000,,-195751000,-256863000,,,-13500000,-17761000,-25211000,-48171000,-16141000,,-25800000,-41119000,-53049000,-15581000,-22637000,-42024000,-49615000,,-22979000,,24060000,-113434000,,-155445000,,-79460000,-115608000,-139196000,-168150000,-33136000,-53012000,-71385000,-104029000,-29308000,-361398000,-389463000,-417308000,-29100000,-87811000,-106446000,,-132080000,,-21789000,-34046000,-89266000,-115281000,-18639000,-36504000,-55099000,-78878000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-43595000,,,,-246582000,-262713000,-11511000,-25047000,,-43619000,-84063000,-17416000,-32517000,-53023000,-136692000,,-44355000,-68489000,-87429000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,52575000,135598000,266426000,349520000,19268000,,53982000,85339000,152220000,5687000,19915000,,,149671000,,,,197097000,,64612000,175593000,249105000,396442000,21917000,,,91851000,,82697000,174096000,,,55528000,118345000,182822000,272267000,80527000,,79922000,127254000,232820000,23415000,55730000,121836000,133148000,,33048000,,53658000,68053000,,153008000,,7913000,113437000,239230000,307614000,62352000,150744000,273046000,316294000,33153000,70185000,61829000,65938000,2703000,68019000,183726000,,326265000,,21199000,109546000,190868000,306775000,23332000,154143000,379264000,572678000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,349520000,,,,85339000,152220000,5687000,19915000,,64115000,149671000,-12872000,-3537000,117682000,197097000,,64612000,175593000,249105000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeLoss,,132397000,44230000,40474000,150562000,16463000,,17115000,25935000,94379000,25609000,45827000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195630000,,,,,250863000,,74540000,89376000,-49028000,150849000,87822000,99716000,83068000,348259000
NetIncomeLossAttributableToNoncontrollingInterest,,3823000,980000,894000,3379000,172000,,2019000,1800000,6034000,1264000,2164000,,2273000,8918000,263000,1179000,1711000,4844000,,571000,1753000,2402000,1971000,583000,,,1876000,,1726000,5342000,,,768000,1566000,1483000,5216000,1202000,,1416000,1348000,5159000,982000,1658000,1458000,6079000,,1199000,,1720000,2543000,,5955000,,974000,949000,2119000,5697000,-208000,147000,886000,1456000,-13000,547000,603000,2095000,595000,1099000,818000,,3388000,,-2195000,-578000,-1287000,,,,,
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,150562000,,,17115000,25935000,94379000,25609000,45827000,,42141000,114731000,52325000,59980000,56731000,65036000,,77569000,89563000,56489000,54868000,55980000,,,63976000,,23559000,40461000,,,30739000,27873000,12066000,-30561000,32969000,,42026000,28173000,70064000,38979000,45664000,35208000,-3611000,,39281000,,32960000,4448000,,17662000,,36104000,39719000,38045000,32540000,42929000,22607000,39342000,35815000,55014000,62110000,51650000,195630000,62311000,76108000,72112000,,250863000,,74540000,89376000,-49028000,143475000,87822000,99716000,83068000,348259000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,150562000,,,17115000,25935000,94379000,25609000,45827000,,42141000,228308000,52325000,59980000,56731000,234072000,,77569000,89563000,56489000,278489000,55980000,,,63976000,,23559000,183976000,,,30739000,27873000,12066000,40117000,32969000,,42026000,28173000,173232000,38979000,45664000,35208000,116240000,,39281000,,32960000,4448000,,101770000,,36104000,39719000,38045000,146408000,42929000,22607000,39342000,140693000,55014000,62110000,51650000,195630000,62311000,76108000,72112000,,250863000,,74540000,,,,,,,
NoncontrollingInterestDecreaseFromDeconsolidation,,,,,,,,,,,,,,,,,,,,,,,,20316000,,,,,,,-16333000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,,7338000,,,,,,,,,
NoncontrollingInterestIncreaseFromBusinessCombination,,,,,,,,79529000,79529000,79529000,,524000,,524000,,,,,,,325000,325000,325000,325000,9232000,,,9232000,,,508000,,,,,,,,,,,,,,,,,3200000,,3200000,37369000,,40783000,,,,,,1600000,3525000,5125000,5125000,,,,,,41743000,50000,,41693000,,,,,,,,,
NoncontrollingInterestIncreaseFromSaleOfParentEquityInterest,,,,,,,,,,,,,,,,,,1404000,1404000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,404000,,404000,508000,,,,,,,,,,,,,,,,,,,,,,40783000,,,,,,,,,5125000,,,,,,,,,,,,,,,,,,
NoncontrollingInterestInNetIncomeLossOtherNoncontrollingInterestsNonredeemable,,,,,,,,,,,,,,,3494000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NoncurrentAssets,,,,,586747000,,,,,996517000,,,,,1053133000,,,,1142611000,,,,,1178655000,,,,,,,1329014000,,,,,,1165530000,,,,,1138515000,,,,1129685000,,,,,,,1189634000,,,,,1374992000,,,,1398535000,,,,1734486000,,,,,1776411000,,,,,1689819000,,,,1646580000
NonoperatingIncomeExpense,,-23072000,-2084000,-1111000,-11910000,-5683000,,-7290000,-6696000,-25431000,-6094000,-8278000,,-6200000,-29553000,-4152000,-7488000,-5029000,-23006000,,-5281000,-6050000,-7173000,-23652000,-12270000,,,-4824000,,-48288000,-73533000,,,-9238000,-10644000,-11445000,-38688000,-11921000,,-9163000,-9451000,-24920000,-9332000,-10043000,-9529000,-38616000,,-10948000,,-14585000,-22278000,,-58839000,,-5222000,-7405000,-7837000,-28047000,-9469000,-7824000,-8891000,-33185000,-6348000,-4869000,-7502000,-26702000,-8457000,-11370000,-9201000,,-69361000,,-13457000,-12801000,-10465000,-55105000,-13116000,-15072000,-13380000,-55903000
NotionalAmountOfInterestRateCashFlowHedgeDerivatives,,,,,,,,,,,,130000000,130000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NumberOfReportableSegments,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,,,4,,4,4,,,4,4,4,5,5,,5,5,5,,,,4,,,,,,,4,,,,,4,4,4,4,4,4,4,4,4,2,2,,2,2,,2,2,2,2,2,2,2,
OperatingIncomeLoss,,228591000,69416000,62733000,237994000,31650000,,37301000,47143000,178413000,45301000,68619000,,72033000,263310000,82818000,97352000,90382000,382296000,,118190000,144265000,109901000,473069000,98848000,,,104776000,,87803000,357716000,,,57683000,54000000,37012000,131695000,62365000,,71806000,53240000,245374000,64656000,78450000,60090000,267080000,,63960000,,63670000,38360000,,212172000,,54602000,61474000,61064000,227905000,66895000,43440000,61479000,225953000,77211000,82625000,76195000,286785000,94842000,118719000,109972000,433249000,433249000,,118466000,133733000,-24190000,291557000,131553000,147308000,125735000,524584000
OperatingLeaseCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5296000,5174000,5002000,,,,,,,,,,,,,,,,,,,,,,,
OperatingLeaseExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100000,,,,,,,,,,,,,,,,
OperatingLeaseImpairmentLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12063,12063000,12063000,12063000,,,,12063000,,,,,,,,,,,,,,,,,,
OperatingLeaseLiability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103637000,100743000,93424000,101043000,,,,94860000,,71196000,,164513000,,,,,172326000,,,,,182296000,,,,156980000
OperatingLeaseLiabilityNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,88492000,85176000,78790000,85817000,78694000,79799000,77705000,80202000,78004000,150971000,148031000,147759000,146493000,154799000,156860000,,155469000,,151219000,161795000,160521000,162743000,157279000,154247000,149253000,134534000
